,id,carat,cut,color,clarity,depth,table,x,y,z,price
25247,25247,1.35,4,5,3,62.4,58.0,7.07,6.97,4.38,8.665
25248,25248,0.71,3,8,3,60.9,60.0,5.71,5.76,3.49,7.897
25249,25249,2.01,4,3,2,60.0,61.0,8.13,8.08,4.86,9.503
25250,25250,0.41,4,7,6,60.9,56.0,4.84,4.78,2.93,7.1160000000000005
25251,25251,1.0,2,5,4,64.0,56.0,6.33,6.25,4.03,8.639
25252,25252,0.35,5,4,4,61.7,56.0,4.55,4.59,2.82,6.347
25253,25253,2.0,3,3,3,59.8,59.0,8.12,8.17,4.87,9.619
25254,25254,0.52,5,6,8,62.2,55.0,5.14,5.18,3.21,7.931
25255,25255,1.0,3,6,5,58.4,63.0,6.58,6.47,3.81,8.703
25256,25256,0.55,5,7,3,61.7,56.0,5.24,5.29,3.25,7.347
25257,25257,0.71,5,6,4,61.5,55.0,5.74,5.77,3.54,8.165
25258,25258,0.4,5,8,5,59.9,57.0,4.77,4.82,2.87,7.024
25259,25259,0.71,5,8,3,60.8,57.0,5.75,5.78,3.5,8.161
25260,25260,0.5,3,7,6,61.5,59.0,5.08,5.1,3.13,7.652
25261,25261,0.54,5,7,4,61.8,57.0,5.23,5.26,3.24,7.371
25262,25262,0.38,4,4,4,63.0,56.0,4.61,4.57,2.89,6.8
25263,25263,0.33,5,5,7,61.7,55.0,4.48,4.5,2.77,6.731
25264,25264,0.34,5,8,3,62.0,55.0,4.53,4.5,2.8,6.62
25265,25265,0.31,3,8,4,61.6,55.0,4.37,4.4,2.7,6.54
25266,25266,0.32,4,5,6,61.7,59.0,4.41,4.37,2.71,6.8420000000000005
25267,25267,1.01,3,8,4,60.6,56.0,6.45,6.51,3.93,8.854
25268,25268,0.77,4,5,4,61.3,57.0,5.93,5.88,3.62,7.938
25269,25269,0.33,4,4,8,62.9,58.0,4.43,4.38,2.77,6.917999999999999
25270,25270,1.47,4,4,2,59.1,56.0,7.51,7.46,4.42,8.932
25271,25271,0.3,2,6,3,57.2,62.0,4.45,4.39,2.53,6.462999999999999
25272,25272,0.7,5,5,4,62.7,54.0,5.66,5.7,3.56,7.909
25273,25273,0.7,1,6,2,66.4,56.0,5.51,5.42,3.63,7.355
25274,25274,0.29,5,4,5,62.4,54.0,4.23,4.26,2.65,6.14
25275,25275,0.47,5,7,5,61.5,55.0,5.01,5.04,3.09,7.244
25276,25276,0.91,3,4,5,62.1,59.0,6.17,6.2,3.84,8.383
25277,25277,0.3,3,6,6,59.9,56.0,4.38,4.44,2.64,6.593
25278,25278,1.19,3,4,5,62.4,59.0,6.73,6.79,4.22,8.874
25279,25279,0.35,2,4,3,63.3,54.0,4.51,4.53,2.86,6.223
25280,25280,0.7,5,7,4,62.6,57.0,5.63,5.68,3.54,7.99
25281,25281,0.5,4,7,4,62.3,60.0,5.09,5.05,3.16,7.465
25282,25282,1.07,4,5,2,62.1,59.0,6.54,6.48,4.04,8.43
25283,25283,0.71,5,8,2,61.3,57.0,5.71,5.78,3.52,7.867000000000001
25284,25284,0.26,3,4,6,59.8,61.0,4.15,4.18,2.49,6.087000000000001
25285,25285,0.59,5,5,6,62.2,56.0,5.39,5.35,3.34,7.733
25286,25286,0.92,4,6,2,61.8,58.0,6.19,6.23,3.84,8.257
25287,25287,0.33,5,3,4,61.5,57.0,4.42,4.49,2.74,6.138
25288,25288,1.18,3,5,4,62.7,54.7,6.74,6.77,4.23,9.037
25289,25289,0.51,5,6,2,61.4,56.0,5.14,5.18,3.17,7.159
25290,25290,0.34,2,8,3,63.1,57.0,4.44,4.46,2.81,6.439
25291,25291,0.72,3,5,4,63.1,57.0,5.74,5.71,3.61,7.912999999999999
25292,25292,1.0,4,7,3,60.7,59.0,6.41,6.38,3.88,8.62
25293,25293,0.7,4,2,3,62.8,59.0,5.65,5.6,3.53,7.52
25294,25294,0.48,5,5,3,61.4,56.0,5.02,5.07,3.1,6.876
25295,25295,1.75,3,5,4,62.8,59.0,7.53,7.62,4.76,9.685
25296,25296,0.71,5,8,4,61.5,55.0,5.75,5.79,3.55,8.101
25297,25297,0.71,5,7,3,61.9,55.0,5.74,5.77,3.56,8.12
25298,25298,2.0,1,7,3,65.7,60.0,7.7,7.8,5.09,9.638
25299,25299,2.29,5,2,2,61.8,56.4,8.4,8.5,5.23,9.527000000000001
25300,25300,0.36,2,8,3,63.4,57.0,4.55,4.57,2.89,6.497000000000001
25301,25301,0.58,5,7,4,61.6,55.0,5.33,5.38,3.3,7.541
25302,25302,0.73,5,6,2,62.1,56.0,5.8,5.76,3.59,7.905
25303,25303,0.75,3,7,6,62.8,57.0,5.74,5.78,3.62,8.295
25304,25304,0.26,5,3,5,61.6,54.0,4.08,4.12,2.53,6.36
25305,25305,1.11,5,7,2,60.6,56.0,6.76,6.78,4.1,8.693
25306,25306,0.52,2,6,5,61.2,62.0,5.12,5.05,3.11,7.444
25307,25307,0.5,4,4,3,58.7,59.0,5.15,5.11,3.01,6.995
25308,25308,0.41,5,6,4,62.1,56.0,4.74,4.79,2.96,6.76
25309,25309,1.31,3,3,2,60.9,58.0,7.03,7.07,4.29,8.64
25310,25310,0.35,5,6,8,60.9,55.0,4.58,4.61,2.8,7.178999999999999
25311,25311,1.0,3,6,4,62.2,55.0,6.39,6.44,3.99,8.755
25312,25312,0.41,2,5,2,63.7,55.0,4.7,4.75,3.01,6.346
25313,25313,0.4,2,7,2,63.9,57.0,4.65,4.71,2.99,6.433
25314,25314,0.32,5,7,4,62.2,55.0,4.38,4.37,2.72,6.8020000000000005
25315,25315,0.53,3,7,4,63.5,59.0,5.17,5.13,3.27,7.425
25316,25316,1.01,2,6,5,61.8,57.0,6.34,6.44,3.95,8.799
25317,25317,0.8,5,6,3,60.1,60.0,5.98,6.03,3.61,8.1
25318,25318,0.72,2,6,3,63.4,58.0,5.66,5.69,3.6,7.881
25319,25319,1.03,5,5,5,62.4,56.0,6.44,6.47,4.03,8.908
25320,25320,0.9,3,6,3,61.7,60.0,6.16,6.22,3.82,8.281
25321,25321,0.57,4,5,4,62.6,55.0,5.31,5.26,3.31,7.455
25322,25322,1.03,5,7,2,62.0,55.0,6.46,6.44,4.0,8.318
25323,25323,0.7,2,7,3,61.7,59.0,5.62,5.66,3.48,7.808
25324,25324,0.32,5,4,5,63.0,57.0,4.35,4.32,2.73,6.579
25325,25325,0.52,5,8,3,60.0,56.0,5.24,5.19,3.13,7.45
25326,25326,0.3,4,2,3,62.7,59.0,4.27,4.21,2.66,6.109
25327,25327,0.4,5,8,3,63.0,57.0,4.7,4.66,2.95,6.829
25328,25328,0.31,4,3,5,59.2,60.0,4.45,4.4,2.62,6.443
25329,25329,0.7,4,8,3,60.8,58.0,5.79,5.66,3.48,7.813
25330,25330,1.51,4,5,5,61.1,58.0,7.38,7.36,4.5,9.495
25331,25331,0.51,4,5,4,62.6,57.0,5.15,5.1,3.21,7.274
25332,25332,1.01,3,3,3,63.2,55.0,6.4,6.32,4.02,8.21
25333,25333,1.02,5,6,8,62.0,58.0,6.44,6.49,4.01,9.316
25334,25334,1.01,4,4,4,61.3,59.0,6.45,6.41,3.94,8.568
25335,25335,0.21,4,8,4,59.1,62.0,3.89,3.86,2.29,5.956
25336,25336,0.71,4,7,4,62.6,58.0,5.72,5.68,3.57,8.0
25337,25337,1.01,3,4,3,62.9,56.0,6.34,6.41,4.01,8.6
25338,25338,1.18,5,5,2,60.5,55.0,6.9,6.85,4.16,8.604
25339,25339,0.49,4,7,4,58.8,59.0,5.2,5.14,3.04,7.209
25340,25340,0.93,3,6,3,58.8,60.0,6.37,6.49,3.78,8.314
25341,25341,1.2,3,5,2,62.9,54.0,6.76,6.79,4.26,8.579
25342,25342,1.22,3,5,4,63.1,56.0,6.82,6.8,4.3,8.847999999999999
25343,25343,0.43,5,5,6,60.1,57.0,4.88,4.91,2.94,6.962000000000001
25344,25344,1.03,4,4,3,58.6,61.0,6.64,6.6,3.88,8.391
25345,25345,1.03,4,6,2,61.6,58.0,6.43,6.46,3.97,8.412
25346,25346,0.4,5,3,4,62.3,54.0,4.74,4.77,2.96,6.502999999999999
25347,25347,0.52,4,6,4,61.4,62.0,5.19,5.16,3.18,7.381
25348,25348,0.9,2,3,5,62.8,57.0,6.07,6.16,3.84,8.131
25349,25349,0.31,5,8,6,61.6,56.0,4.34,4.38,2.69,6.641
25350,25350,1.06,4,6,6,61.8,58.0,6.54,6.5,4.03,9.113999999999999
25351,25351,0.7,5,7,4,61.4,57.0,5.76,5.8,3.55,7.876
25352,25352,2.01,4,3,4,60.3,58.0,8.22,8.16,4.94,9.788
25353,25353,1.54,4,4,4,61.9,61.0,7.41,7.33,4.56,9.283
25354,25354,1.03,5,6,3,61.3,56.0,6.55,6.51,4.0,8.63
25355,25355,0.55,4,7,3,61.0,61.0,5.3,5.25,3.22,7.419
25356,25356,2.0,1,5,4,67.6,58.0,7.65,7.61,5.16,9.826
25357,25357,0.51,2,5,6,63.3,58.0,5.04,5.07,3.2,7.496
25358,25358,0.26,4,7,7,60.9,59.0,4.09,4.12,2.5,6.454
25359,25359,2.0,1,2,1,66.5,56.0,7.93,7.8,5.23,8.824
25360,25360,0.7,2,2,2,61.6,57.2,5.65,5.68,3.49,7.438
25361,25361,0.27,3,6,8,59.4,61.0,4.23,4.26,2.52,6.34
25362,25362,1.09,5,5,6,61.8,56.0,6.58,6.62,4.08,9.077
25363,25363,0.37,5,7,5,61.2,56.0,4.64,4.67,2.85,6.775
25364,25364,0.7,5,8,2,61.6,56.0,5.73,5.69,3.52,7.777
25365,25365,0.6,3,5,5,61.9,56.0,5.41,5.45,3.36,7.647
25366,25366,0.53,5,8,8,62.2,55.0,5.17,5.19,3.22,8.246
25367,25367,1.13,1,2,3,64.9,55.0,6.49,6.56,4.24,8.324
25368,25368,0.7,5,5,3,61.1,55.0,5.72,5.76,3.51,7.756
25369,25369,0.36,3,6,5,61.3,54.0,4.63,4.65,2.84,6.6610000000000005
25370,25370,2.28,2,2,3,63.7,55.0,8.28,8.35,5.3,9.562000000000001
25371,25371,0.55,3,7,3,63.0,59.0,5.25,5.17,3.28,7.249
25372,25372,1.52,4,6,3,62.6,59.0,7.27,7.36,4.58,9.362
25373,25373,0.9,3,5,3,63.6,57.0,6.09,6.12,3.88,8.202
25374,25374,0.55,5,5,5,61.3,57.0,5.28,5.25,3.23,7.4910000000000005
25375,25375,1.01,3,8,8,63.4,59.0,6.39,6.26,4.01,9.63
25376,25376,1.0,1,7,3,57.4,62.0,6.54,6.59,3.77,8.559
25377,25377,0.5,1,6,1,68.4,54.0,4.94,4.82,3.35,6.417999999999999
25378,25378,1.5,3,4,5,63.4,56.0,7.29,7.25,4.61,9.267000000000001
25379,25379,1.03,3,4,2,63.1,56.0,6.43,6.38,4.04,8.097999999999999
25380,25380,1.01,3,6,7,62.8,59.0,6.37,6.43,4.02,9.156
25381,25381,0.32,5,6,7,61.5,56.0,4.39,4.42,2.71,6.688
25382,25382,0.5,3,6,4,63.0,55.0,5.04,5.09,3.19,7.27
25383,25383,0.31,3,5,2,62.3,57.0,4.33,4.37,2.71,6.011
25384,25384,0.51,5,8,4,62.7,55.0,5.12,5.09,3.2,7.54
25385,25385,0.8,5,6,4,62.0,55.0,5.93,6.0,3.7,8.203
25386,25386,0.9,2,4,2,63.4,60.0,6.03,6.08,3.84,8.058
25387,25387,1.0,4,6,2,61.6,62.0,6.37,6.3,3.9,8.374
25388,25388,0.7,4,8,5,62.9,59.0,5.72,5.66,3.58,8.075
25389,25389,1.55,5,7,4,61.9,58.0,7.39,7.45,4.59,9.635
25390,25390,0.36,2,7,3,63.1,58.0,4.49,4.54,2.85,6.447
25391,25391,1.08,5,5,5,62.4,55.0,6.57,6.63,4.12,8.978
25392,25392,0.5,4,5,5,59.7,60.0,5.11,5.14,3.06,7.393
25393,25393,1.52,5,7,2,60.1,57.0,7.49,7.53,4.51,9.149
25394,25394,1.22,4,6,3,61.8,59.0,6.86,6.83,4.23,8.837
25395,25395,0.31,5,4,3,61.0,56.0,4.38,4.41,2.68,6.273
25396,25396,0.39,4,4,2,62.4,59.0,4.65,4.58,2.88,6.581
25397,25397,1.32,4,4,2,59.4,54.0,7.21,7.09,4.25,8.493
25398,25398,0.91,3,7,3,62.5,61.0,6.1,6.19,3.84,8.414
25399,25399,0.52,5,8,3,62.9,56.0,5.16,5.11,3.23,7.381
25400,25400,0.75,5,7,5,62.0,55.0,5.83,5.88,3.66,8.15
25401,25401,0.92,1,6,3,66.0,57.0,6.04,5.99,3.97,8.109
25402,25402,1.0,3,5,4,62.8,57.0,6.33,6.37,3.99,8.562000000000001
25403,25403,2.02,3,3,2,63.3,59.0,7.93,8.0,5.04,9.34
25404,25404,0.31,5,8,4,62.7,57.0,4.3,4.34,2.71,6.599
25405,25405,1.51,5,4,3,62.3,56.0,7.29,7.34,4.56,9.129
25406,25406,0.3,5,7,3,62.3,57.0,4.29,4.31,2.68,6.212999999999999
25407,25407,1.0,4,2,2,62.7,58.0,6.32,6.28,3.95,8.1
25408,25408,0.5,5,8,6,61.4,55.0,5.13,5.16,3.16,7.817
25409,25409,0.7,4,4,2,61.3,61.0,5.67,5.62,3.46,7.4670000000000005
25410,25410,1.7,4,7,4,58.6,62.0,7.92,7.84,4.62,9.817
25411,25411,0.71,5,6,3,62.9,57.0,5.71,5.65,3.57,7.775
25412,25412,1.18,4,6,3,62.3,59.0,6.75,6.67,4.18,8.786
25413,25413,0.72,5,6,5,61.3,56.0,5.74,5.78,3.54,8.232000000000001
25414,25414,0.55,5,5,6,61.4,56.0,5.27,5.28,3.24,7.615
25415,25415,0.2,5,7,4,62.2,57.0,3.76,3.73,2.33,5.905
25416,25416,0.51,3,6,3,63.4,58.0,5.06,5.1,3.22,7.126
25417,25417,0.74,3,6,2,63.1,55.0,5.77,5.74,3.63,7.724
25418,25418,0.41,5,6,3,62.8,57.0,4.73,4.69,2.96,6.876
25419,25419,0.3,5,8,3,62.2,56.0,4.25,4.3,2.66,6.314
25420,25420,0.91,3,6,3,62.3,60.0,6.08,6.15,3.81,8.306000000000001
25421,25421,0.4,5,6,6,62.8,57.0,4.73,4.66,2.95,7.059
25422,25422,1.57,4,6,3,60.4,59.0,7.57,7.54,4.56,9.402000000000001
25423,25423,0.31,3,5,6,62.6,57.0,4.29,4.33,2.7,6.561
25424,25424,0.3,4,6,4,61.8,60.0,4.3,4.27,2.65,6.5120000000000005
25425,25425,1.13,5,4,1,62.2,55.0,6.69,6.65,4.15,8.228
25426,25426,0.52,5,4,4,61.6,55.0,5.19,5.24,3.21,7.245
25427,25427,0.32,4,6,3,62.3,55.0,4.44,4.39,2.75,6.528
25428,25428,0.3,5,7,4,61.5,55.0,4.31,4.28,2.64,6.7379999999999995
25429,25429,0.23,4,7,6,61.8,58.0,3.94,3.92,2.43,6.522
25430,25430,1.21,3,8,2,62.4,58.0,6.77,6.83,4.24,8.74
25431,25431,0.55,2,6,3,64.3,57.9,5.16,5.21,3.33,7.244
25432,25432,0.54,5,4,5,61.2,55.0,5.25,5.31,3.23,7.282
25433,25433,1.16,5,3,3,61.5,60.0,6.76,6.71,4.14,8.464
25434,25434,1.03,5,5,4,61.6,55.0,6.49,6.54,4.01,8.863
25435,25435,1.5,3,4,3,61.4,57.0,7.27,7.33,4.48,9.109
25436,25436,0.4,5,4,5,62.7,59.0,4.74,4.7,2.96,6.925
25437,25437,0.93,5,7,3,62.2,55.0,6.24,6.27,3.89,8.383
25438,25438,0.3,3,4,5,63.0,58.0,4.23,4.28,2.68,6.265
25439,25439,1.13,3,3,2,59.9,57.0,6.76,6.8,4.06,8.342
25440,25440,1.09,4,8,3,61.6,58.0,6.61,6.57,4.06,8.665
25441,25441,0.25,2,7,7,61.4,62.0,4.03,4.05,2.48,6.211
25442,25442,0.38,4,8,6,61.9,56.0,4.65,4.63,2.87,7.136
25443,25443,1.55,4,8,2,62.0,58.0,7.44,7.39,4.6,9.315
25444,25444,0.3,4,8,3,62.1,59.0,4.29,4.31,2.67,6.244
25445,25445,1.02,2,3,2,63.6,56.0,6.4,6.37,4.06,8.257
25446,25446,2.0,3,2,4,61.9,60.0,7.95,8.04,4.95,9.575
25447,25447,1.01,4,6,6,61.8,59.0,6.46,6.42,3.98,9.044
25448,25448,2.01,4,2,3,60.7,61.0,8.15,8.1,4.93,9.41
25449,25449,0.39,5,7,6,61.6,56.0,4.69,4.73,2.9,7.17
25450,25450,0.4,3,3,3,63.2,55.0,4.72,4.68,2.97,6.64
25451,25451,0.38,5,5,5,61.5,57.0,4.66,4.71,2.88,6.6770000000000005
25452,25452,0.5,3,6,2,62.9,63.0,4.99,4.93,3.12,7.026
25453,25453,2.01,5,6,2,62.2,56.0,8.05,8.08,5.02,9.746
25454,25454,1.27,4,4,2,59.3,61.0,7.12,7.05,4.2,7.952999999999999
25455,25455,0.54,5,6,4,60.3,55.0,5.26,5.32,3.19,7.416
25456,25456,0.34,5,7,8,62.0,56.0,4.49,4.51,2.79,7.059
25457,25457,0.42,5,6,7,62.2,53.0,4.81,4.83,3.0,7.109
25458,25458,0.26,3,6,5,60.4,56.0,4.14,4.16,2.51,6.212999999999999
25459,25459,1.01,4,5,5,59.5,60.0,6.49,6.48,3.86,8.487
25460,25460,0.45,1,5,3,68.6,57.0,4.73,4.5,3.19,6.627999999999999
25461,25461,0.31,5,7,3,60.1,57.0,4.36,4.39,2.63,6.399
25462,25462,1.21,4,4,3,60.5,60.0,6.81,6.72,4.09,8.464
25463,25463,0.7,5,8,2,62.0,57.0,5.68,5.65,3.51,7.789
25464,25464,1.16,5,5,8,62.3,55.0,6.73,6.79,4.21,9.2
25465,25465,0.33,5,6,5,62.1,55.0,4.43,4.46,2.76,6.604
25466,25466,0.71,3,6,7,61.8,55.0,5.71,5.77,3.55,8.149
25467,25467,0.31,5,7,4,60.5,56.0,4.38,4.41,2.66,6.522
25468,25468,0.41,4,5,3,62.5,58.0,4.78,4.75,2.98,6.827999999999999
25469,25469,0.31,4,6,4,61.2,58.0,4.37,4.35,2.67,6.687
25470,25470,1.0,4,2,2,62.3,58.0,6.45,6.34,3.98,7.938
25471,25471,0.77,5,5,4,61.7,55.0,5.87,5.9,3.63,8.056000000000001
25472,25472,0.3,4,3,5,60.3,58.0,4.34,4.32,2.61,6.41
25473,25473,0.7,3,5,2,60.6,58.0,5.72,5.77,3.48,7.629
25474,25474,0.42,3,6,3,60.6,58.0,4.81,4.89,2.94,6.624
25475,25475,1.01,4,4,4,62.5,58.0,6.41,6.33,3.98,8.632
25476,25476,0.91,3,5,3,60.2,58.0,6.29,6.31,3.79,8.396
25477,25477,0.59,5,7,3,61.4,56.0,5.39,5.36,3.3,7.489
25478,25478,0.58,3,4,3,62.4,55.0,5.32,5.36,3.33,7.14
25479,25479,0.71,1,3,5,57.1,57.0,5.87,5.9,3.36,7.747999999999999
25480,25480,0.71,5,3,5,62.1,56.0,5.68,5.72,3.54,7.742999999999999
25481,25481,0.24,5,5,5,61.8,56.0,3.99,4.04,2.48,6.091
25482,25482,1.02,3,8,2,61.3,62.0,6.42,6.46,3.95,8.287
25483,25483,0.5,2,7,2,63.1,58.0,5.05,5.09,3.2,6.982
25484,25484,0.32,5,3,4,61.6,56.0,4.39,4.37,2.7,6.356
25485,25485,0.33,5,4,7,62.5,56.0,4.44,4.42,2.77,6.803999999999999
25486,25486,0.38,3,4,4,60.6,58.0,4.68,4.7,2.84,6.551
25487,25487,0.57,5,7,3,62.2,57.0,5.33,5.31,3.31,7.386
25488,25488,0.77,4,5,4,61.2,58.0,5.9,5.93,3.62,7.93
25489,25489,1.36,5,3,3,62.0,56.0,7.08,7.11,4.4,8.884
25490,25490,2.28,5,7,2,62.0,55.0,8.49,8.45,5.25,9.738999999999999
25491,25491,0.33,4,6,3,59.9,61.0,4.47,4.44,2.67,6.558
25492,25492,0.71,4,5,3,58.9,62.0,5.85,5.79,3.43,7.688
25493,25493,1.5,4,7,5,62.5,58.0,7.28,7.21,4.53,9.691
25494,25494,0.31,5,8,4,59.4,57.0,4.5,4.45,2.66,6.779
25495,25495,1.01,4,6,3,60.3,58.0,6.53,6.61,3.96,8.482000000000001
25496,25496,0.28,5,6,8,62.6,53.0,4.18,4.19,2.62,6.667999999999999
25497,25497,0.91,3,7,3,61.9,61.0,6.1,6.12,3.78,8.345
25498,25498,0.8,3,4,3,63.0,57.0,5.89,5.95,3.73,8.008
25499,25499,1.01,2,5,4,64.4,58.0,6.23,6.31,4.04,8.597000000000001
25500,25500,1.07,4,3,3,60.7,61.0,6.6,6.55,3.99,8.37
25501,25501,0.32,4,8,3,60.8,58.0,4.44,4.41,2.69,6.627999999999999
25502,25502,1.5,2,5,2,64.3,57.0,7.29,7.2,4.66,9.011000000000001
25503,25503,0.3,5,5,5,61.9,56.0,4.29,4.34,2.67,6.405
25504,25504,1.23,3,6,5,60.8,58.0,6.9,6.94,4.21,9.238
25505,25505,0.24,3,6,6,60.6,59.0,4.04,4.06,2.45,6.41
25506,25506,0.34,5,5,8,61.9,54.0,4.46,4.49,2.77,6.922000000000001
25507,25507,0.71,5,6,6,61.2,55.0,5.73,5.84,3.54,8.217
25508,25508,0.7,3,8,4,63.2,60.0,5.61,5.56,3.53,8.017000000000001
25509,25509,0.28,3,7,4,63.7,58.0,4.12,4.14,2.63,6.188
25510,25510,1.01,4,8,2,61.0,62.0,6.43,6.39,3.91,8.505
25511,25511,1.25,5,4,3,62.0,58.0,6.86,6.89,4.26,8.912
25512,25512,0.31,5,5,7,61.6,55.0,4.38,4.42,2.71,6.671
25513,25513,0.9,3,7,3,62.2,60.0,6.14,6.17,3.83,8.307
25514,25514,0.55,5,6,7,61.2,54.0,5.3,5.35,3.26,8.008
25515,25515,1.7,3,4,4,61.8,59.0,7.58,7.66,4.71,9.414
25516,25516,0.38,5,5,3,61.5,55.0,4.66,4.68,2.87,6.544
25517,25517,0.31,4,5,8,61.0,59.0,4.33,4.36,2.65,6.829
25518,25518,0.76,4,5,4,61.8,58.0,5.85,5.89,3.63,7.917000000000001
25519,25519,0.31,5,7,6,60.9,55.0,4.42,4.45,2.7,6.7620000000000005
25520,25520,0.33,5,7,4,61.9,56.0,4.4,4.45,2.74,6.582999999999999
25521,25521,1.75,2,3,5,58.3,59.0,7.92,7.97,4.63,9.476
25522,25522,1.0,5,8,3,62.5,55.0,6.43,6.38,4.0,8.503
25523,25523,0.5,5,8,3,61.4,58.0,5.07,5.1,3.12,7.255
25524,25524,1.57,1,4,5,67.3,66.0,7.85,5.75,3.87,9.004
25525,25525,0.76,4,6,2,61.8,58.0,5.88,5.83,3.62,7.82
25526,25526,0.34,4,7,2,59.9,59.0,4.57,4.55,2.73,6.417000000000001
25527,25527,0.73,1,8,5,66.0,54.0,5.56,5.66,3.7,8.022
25528,25528,1.07,5,5,7,61.4,55.0,6.59,6.66,4.06,9.18
25529,25529,0.7,1,5,5,65.8,61.0,5.61,5.46,3.64,7.777
25530,25530,1.7,4,4,3,61.8,61.0,7.59,7.52,4.67,9.38
25531,25531,1.56,5,5,5,61.3,56.0,7.46,7.51,4.59,9.613
25532,25532,1.37,5,3,4,61.3,56.0,7.15,7.18,4.39,8.923
25533,25533,0.3,4,8,4,62.0,58.0,4.32,4.29,2.67,6.815
25534,25534,1.01,4,8,6,60.2,58.0,6.57,6.51,3.94,9.225
25535,25535,1.0,2,7,3,57.5,62.0,6.5,6.58,3.76,8.527000000000001
25536,25536,0.72,3,2,4,63.2,60.0,5.77,5.7,3.63,7.502999999999999
25537,25537,1.01,3,5,4,61.6,56.0,6.4,6.46,3.96,8.672
25538,25538,0.32,5,8,7,61.8,56.0,4.41,4.39,2.72,7.039
25539,25539,0.29,4,3,4,62.4,58.0,4.23,4.2,2.63,6.061
25540,25540,0.31,5,6,4,62.1,53.0,4.39,4.34,2.71,6.687
25541,25541,1.03,5,5,4,60.3,56.0,6.59,6.55,3.96,8.737
25542,25542,1.01,3,7,3,63.1,57.0,6.33,6.44,4.03,8.533999999999999
25543,25543,0.5,2,6,3,59.6,61.0,5.12,5.19,3.07,7.102
25544,25544,1.0,5,8,3,62.8,55.0,6.3,6.38,3.98,8.637
25545,25545,0.42,2,5,3,63.1,56.0,4.75,4.79,3.01,6.532
25546,25546,0.3,5,4,7,62.6,56.0,4.28,4.25,2.67,6.707999999999999
25547,25547,1.51,3,4,4,63.5,60.0,7.27,7.24,4.61,9.289
25548,25548,1.51,5,7,5,61.5,57.0,7.34,7.4,4.53,9.838
25549,25549,0.71,3,7,5,61.8,56.0,5.74,5.78,3.56,8.026
25550,25550,0.32,4,7,2,61.2,58.0,4.44,4.39,2.7,6.356
25551,25551,0.32,5,5,4,62.0,57.0,4.39,4.41,2.73,6.33
25552,25552,1.12,4,4,2,59.7,60.0,6.77,6.72,4.03,8.443
25553,25553,0.5,4,7,3,60.7,61.0,5.12,5.09,3.1,7.255
25554,25554,1.56,3,5,7,59.7,59.0,7.48,7.57,4.49,9.638
25555,25555,0.95,4,4,3,62.9,58.0,6.26,6.21,3.92,8.29
25556,25556,0.4,4,3,7,62.7,59.0,4.71,4.67,2.94,6.985
25557,25557,1.01,4,7,3,59.9,59.0,6.49,6.46,3.88,8.515
25558,25558,0.41,5,7,6,62.0,55.0,4.73,4.79,2.95,6.822
25559,25559,1.06,4,6,2,62.6,59.0,6.51,6.47,4.06,8.269
25560,25560,0.71,5,2,5,62.3,55.0,5.7,5.73,3.56,7.643
25561,25561,0.34,5,3,3,62.3,55.0,4.47,4.42,2.77,6.377999999999999
25562,25562,0.52,5,7,3,61.6,55.0,5.16,5.19,3.19,7.349
25563,25563,0.27,3,6,8,60.4,58.0,4.18,4.2,2.53,6.327999999999999
25564,25564,1.66,4,2,3,60.7,58.0,7.72,7.63,4.66,9.046
25565,25565,0.59,3,6,5,61.7,59.0,5.35,5.38,3.31,7.617999999999999
25566,25566,0.61,3,5,8,63.0,58.0,5.36,5.43,3.4,7.787999999999999
25567,25567,1.04,2,6,3,63.6,59.0,6.4,6.36,4.06,8.677999999999999
25568,25568,0.3,3,5,3,61.6,59.0,4.26,4.28,2.63,6.103
25569,25569,0.31,4,4,6,60.6,60.0,4.38,4.34,2.64,6.687
25570,25570,1.53,3,7,3,63.5,58.0,7.35,7.29,4.65,9.342
25571,25571,0.31,5,5,7,62.5,56.0,4.3,4.34,2.69,6.649
25572,25572,0.31,4,8,3,60.6,59.0,4.35,4.39,2.65,6.279
25573,25573,0.36,5,3,5,62.1,56.0,4.59,4.55,2.84,6.5920000000000005
25574,25574,0.23,3,4,6,59.2,61.0,4.0,4.04,2.38,5.9639999999999995
25575,25575,0.4,3,7,3,63.5,57.0,4.72,4.7,2.99,6.782
25576,25576,1.51,4,6,4,61.6,58.0,7.35,7.32,4.52,9.604
25577,25577,1.16,4,7,5,58.7,58.0,6.89,6.87,4.04,9.03
25578,25578,0.58,5,8,7,62.2,56.0,5.34,5.36,3.33,8.227
25579,25579,1.0,2,6,2,60.2,65.0,6.38,6.41,3.85,8.386000000000001
25580,25580,0.34,5,4,8,61.6,55.0,4.51,4.55,2.78,6.7379999999999995
25581,25581,0.74,3,4,5,61.9,59.1,5.74,5.77,3.56,7.904
25582,25582,1.05,5,4,4,61.7,57.0,6.52,6.55,4.03,8.652999999999999
25583,25583,0.92,3,3,3,63.3,58.0,6.18,6.14,3.9,8.109
25584,25584,1.01,4,7,4,60.8,58.0,6.43,6.4,3.9,8.457
25585,25585,0.91,1,4,3,65.8,58.0,6.04,6.01,3.96,7.956
25586,25586,2.0,3,3,4,60.4,60.0,8.14,8.19,4.93,9.709
25587,25587,1.02,1,6,2,66.6,58.0,6.21,6.14,4.11,8.198
25588,25588,0.35,3,8,5,59.9,56.0,4.61,4.64,2.77,6.7410000000000005
